wolof_word,word_type,english_meaning,wolof_phrase,english_phrase
waas,v,"to insult, scale, clean(fish)",Waas na jën yi be mu set,She has scaled the fish until its clean
waat,v,"to swear, vow, take an oath",Dinaa waat ci yalla soo buggee,I will swear to God if you want
waatiir,v,to tie,Nungi waatiir fas yi yep,All the horses are tied up
waaw,ex,yes,Mune waaw,He said yes
waawkañ,ex,of course,Ndax dinga feey? Waawkan,Are you going to swim? Of course
waaxu,v,to walk(quickly),Dafa dee waaxu,He usually walks quickly
wacu/wocu,v,to vomit,Yeena xet yi deñu koy wocculoo,Some odour make her vomit
wal,v,to throw,Bulleen di wal potit ci mbedda mi,You(pl) do not throw laundry water in the street
wala,conj,"or, as well as",Woxal ak moodu walla papaam,Talk to Modou or his father
walangaan,n,down pour of water,Ndox mangee walangaan,This is a down pour of water
walanteeru,v,"to volunteer, sacrifice",Dinaa walanteeru booka ci xeex bi,I will volunteer to join in the fight
walax,v,to bail out water,Gaal gi dina suux suñu ko walaxut,The boat will sink if he don't bail out the water
walaxnja-xaan,n,larva,Goota gangi am ay walaxnjaxaan,The gutter has some larva
wanag,n,"toilet, back yard, bath room",Néeg am na wanag ci ganaw,The house has a bathroom behind it
wante/waay,conj,but,Xam lingeen bugga wante duma leen digagum,I know(pl) what you want but I will not promise you yet
wanxa,n,"beetle, a blister beetle",Lii wanxa la,This is a blister beetle
war,av,"to obliged, must, have to, should",War ngaay def lu la neex,You should do what you like
war,v,"to straddle, mount, ride",War na mbam bi,He rode the donkey
waraaj,n,"cemetary, grave",,
bii,prn,This,bii fees na torop,This cemetary is too full
warax,v,to swallow(without chewing),Munuma di warax lekka,I can't swallow food without chewing it
warga,n,Chainese green tea,Jaay ñu genewal kaasi warga,Sell me half cup of Chinease tea
wargu-yaram,n,"good health, healthy body",Neñu leen ñaan wergu-yaram,Let us pray for good health
warugal,n,obligation,Yan warugal ñoo ci booka,What obligations are involved?
wasintoor,n,scales(fish),Gasal pax nga tuur ci waasintóor yi,Dig a hole and pour the scales in there
wat,v,to shave,Suma amee ku ma wat dinaa beg,If I have one who will shave me I'll be happy
watat,v,"to drag, shuffle",Dinga ko gaañ so ko watatee,You will hurt him if you drag him
watu,v,to shave,Xale bi watu na,The child is shaved
wax/wox,v,"to speak, say, talk",wox yoomba na waay def meeti na,It is easier to said than done
waxin,n,"saying, tell, telling",,
waxtaan,n,"chat, conversation",Daakooru ňu paski suñu waxtaan bi sooti wut,We did not agree because our conversation was incomplete
waxtaan,v,"to chat, converse",Am neñu waxtaan,We have a converation
waxtu,n,"hour, time",Woxtu roose jot na,It is time for watering
way,ex,showing surprise,,
way,v,to set e.g. jelly,Meew mi wayagut,The milk has not yet set
wayo,n,"pool, stream",Deñu daan feey ci wayo,We used to swim in the stream
we/wey,n,"finger, toe nail",Bugga naa an wey yu gudda,I want to have long nails
wecci,v,to change,Dinaa ko wecci elëk,I will change it tomorrow
weccit,n,change,Indi nga weccit wi,Did you bring the change
wedaañaamu,v,to peep(over one's face),Lutax ngay wedaañaamu,Why are you peeping
weedi,v,"to retract, disagree, deny",Dumay bugga weedi suma waxi waajur yi,I dont like to deny my parents words
ween,n,"breast, bosom",Meewi ween moo gen,Breat milk is the best
weer,v,to hang,Weer ko ci biti,Hang it out side
weer,n,"month, moon",Weer bi elëk lay dee,The month ends tomorrow
wees,v,to pass,Loolu wees na,That has passed
weesu,v,to go beyond,Du weesu piri boobu,It will not go beyond that price
weex,n,white,Weex moy kulooram,White is its colour
weex,va,to be white,Weex moy kulooram,White is its colour
weexa,slang (n),steal,,
weexal,n,bleach,Bul faatee def wexal,Don't forget to use bleach
weexu,v,to kick(about one's feet,Liir bangee weexu,The baby is kicking its feet
welo,n,bicycle,Wello bi la war,She rode the bicycle
wen,n,"iron, tse-tsefly",Weñ yi bari neñu fii torop,The flies are very many here
wen,v,"to throw, Someone from the waist",Soo gisee ni mu weljee xale bi,If you see how she throw the child from the waist
werante,v,to argue,Bulleen werante ci lu tooy lii,Do not argue over this foolish thing
werta,n,green,Xob yi deñu werte,The leaves are green
wesen,n,dry(food only),Maalo bi dafa weseŋ torop,The rice is very dry
wet,n,sides,Bosal ma suma wet yi,Massage my sides for me
wet,prep,"side of body, side, surroundings",Mune wétam yeey meeti,"She said, her sides are hurting"
weten,n,tick,Sungeen pompewut fiiweten yi duñu dee,If you don't spray here the ticks will not die
wex,va,to be bitter,Bi ma ko mosee dafa wex xat,"We I tasted it, it was very bitter"
wextan,n,"gall bladder, bile",Moytu leen wextani ganaari bi,Be careful of the gall bladder
wexxa,v,to kick,Bul ko wexxa,Do not kick him
wéecée,v,to exchange,Fii la ko wéecée,I exchanged it here
wéet,va,to be lonely,"Jëkkaram tukki na, dafa wéet","Her husband travelled, she is lonely"
wér,va,to be well,Yow doo musa wér,You will never get well
wéradi,va,"to be sick, sickly",Danga niru ku wéradi,You look like someone sick
wéy,va,to be crazy,"Duma la faale, danga wéy","I will not mind you, you are crazy"
wi,da,the,Waañ wi yaatu na,The kitchen is spacious
wicax,v,to flick,Sa loxoyangi tooy bulleën wicax,Yours hands are wet don't flick them
wiiri-waara,v,to loitering,Wiiri-waara bi doy na,The loitering is enough
wiis,n,screws,Wiis yee yolom,The screws are loose
wis,v,to sprinkle,Wis ko fu-nekka,Sprinkle it everywhere
wis-wisal,n,drizzle,Mungee wisal bi taxaw na,Its stops drizzling
wita,v,to pluck,Gaawal wita bisaab bi,Be quick and pluck the sorrel
witees,n,speed,Mungi doon daw ak witees,He was running at a speed
witéen,n,cotton,Fompee ko witéen,Clean it with cotton
wocca,v,"to leave, abandon",Wocca ko fa ñu dem,Leave it there let us go
wodda/rot,v,to drop,Ku alelam wadda?,Whose property dropped?
wol,v,to pound,Mangee janga wol,I am learning to pound
wolis,n,suitcase,Def ko ci wolis bi,Put it in the suitcase
wolis,v,to whistle,Jigeen duy wolis,A woman should not whistle
wollu,v,"to save, help",Kaay wallu ma,Come save me
wolof,n,"wolof, Tribe and language in Senegambia",Man doómi wolof laa,I am wolof born
wolu,v,"to save, aid, relief",Kaay wolu ko balaa muy dee,Come save it before it dies
wolu,n,"see ""ñolu""",,
won,v,"to show, exhibit",Won ko ko,Show it to him
wona/wana,v,to swallow,Wona ko yep,Swallow it all
wondaal,v,to spin,Wondaal ko ma xool,spin it let me see
wonewu,v,to show off,Danga bugga wonewu torop,You like showing off too much
won,n,thread,Woň bi jeex na,The thread is finished
woñeeku,v,"to return, retreat",Kaň ngaa woneeku?,when did you return?
woññi,v,to count,Woññil ma xaalis,Count the money for me
won/wan,n,buttocks,,
wor,va,"to be betray, disappointment",Dafa ma wor,He betrayed me
wór,v,"to wander, roam",Wór amut ngerin,Roaming about is futile
worsag,n,luck,Kii ku am worsag la,This person is lucky
wosin,v,"to deliver, give birth",Jigeen ji wosin na dóom ju jigeén,The woman has delivered a baby girl
wote,v,to vote,Wote dewen la,The voting is next year
wow,va,to be dry,Yéré yi woow neñu,The clothes are dry
wox/wax,v,"to say, talk",Bul wox dara tey,Do not say anything today
woxaale,v,to bargain,Woxaale leen dina waani njeg,"You(pl) bargain, he will reduce the price"
woxaat,v,to repeat,woxaat nako tey.,He repeated it today.
woxambaane,n,young man,Nii ay woxambaane leñu.,These people are young men.
woxtu,v,"to soliloquise, talk to oneself","Yange woxtu, lu xew?",You are talking to yourself whats wrong?
woxtu/waxtu,n,"hour, period, time",Woxtu goob maalo jot na.,It's time to harvest rice.
woxtu/waxtu,v,to soliloguy,Woxtu mooy jikkoom.,Soliquizing is her habit.
woy,v,to sing,Ku wóy woy bii?,Who sang this song?
wóy,n,song,Wóy bii laa genaa bugga ci yep.,This song is my favorite.
woyaan,v,to beg(money by eulogizing),Dina woyaan ndigte gëwël la.,She will beg because she is a griot.
woyaankat,n,begger,Woyaankat yaa fa bari.,The begger are many there.
woyaas,v,"to travel, voyage",Waajuram yi deñu woyaasi.,Her parents travelled.
woyof/oyof,va,"to be light, thin, sheer",Sa sipa bi dafa oyof.,Your skirt is sheer.
wujja,n,co-wife,Nuyul ma sa wujja.,Greet your co-wife for me.
wujje,n,rivalry,Wujje gi nekka digante mag ak rakam du musa deň.,The usual rivalry between brothers/sisters will never be off
wulli,v,to tan,Dafa toog ci naaj bi pur wulli déram bi.,He sat under the sun to tan his skin.
wullikat,n,tanner,Kale maay seen wullikat la.,That person over there is a tanner.
wulóor,n,value,Lii dafa am wulóor torop.,This thing has so much value.
wurus,n,gold,Wurus piir amatut fii.,Pure gold is not available here.
wut/ut,v,"to search for, look for",Piis bu rafet lay wut.,She is looking for nice fabric.
wutee,n,difference,Li ñu wutee bari wut.,There difference is not much.
wutee,va,to be different,Naka lañu wutee ci bidin?,How are they different in structure?
wuti,v,"to look for, go search for",Lumuy wuti foofu?,What is he going to search for?
wuyoo,v,"to respond, answer with",Naka nga dee wuyoo?,How do you answer?
wuyu,v,"to answer, respond",Dina la wuyu ci kanam.,I will answer you later.
xaabu,v,to gobble,Lekkal ndanka te bul xaabu.,Eat slowly and don't gobble.
xaacee,v,to renounce,Nguur gi xaacee na jaay sangara.,The government trenounces selling of alcohol.
xaaci,v,to lift(one's hand to strike,Dafa xaaci loxom bi ma tiye ko.,"As he lifted his hand, I held it."
xaaj,v,"to divide, seperate","Xaaj ko, nga jox ku-nekka.","Divide it, amongst everyone."
xaaji,v,to divide,Moo doon xaaja bagaas yi.,He was the one dividing the things.
xaaji-guddi,n,midnight,Ci xaaji-guddi la eksi.,He arrived midnight.
xaajo,n,"part, portion",Ku-nekka ñaari xaaj nga am.,Everyone has two portions.
xaal,n,melon,Musuta lekka xaal be démba.,She's never eaten melon until yesterday.
xaalis,n,money,Mune am na xaalis.,Hesaid he has money.
xaamaleku,v,"to recognise, recall",Mungee xaamaleku leegi.,Now he is recalling.
xaamee,v,to recognise,Zaamee naa ko ci sey bi.,Irecognised him at the wedding.
xaanu,n,pipe(smoking pipe),Paayi si xaanu leñu dee sol ci seenpiris yi.,the old pas fill their pipes with tobacco.
xaar,v,to wait,Xaar ko mu now.,Wait for him to come.
xaf,n,"strips, join strips of cloth by stitching.",Nawal xaf yi yep.,Sew all the strips for me.
xaftaan,n,"robe, gown",Xaftaan la sol ci jumaa ji.,He wore a gown at the mosque.
xaj,n,dog,Xaj bee ko maata.,The dog bit her.
xajaaloo,va,"to be divided, seperated",Mbora waru ñoo xaajaaloo.,Relatives should not be seperated.
xajaan,v,"to boast, bluff",Am na limu bugga mootax muy xajaan.,He has what he wants that's why he is bluffing.
xal,n,ember,Xal yi reka des.,Only this embers remained.
xala,va,to be almost,Dafa xala njool.,He is almost tall.
xalaat,v,"to think, ponder, meditate",Amut joti toog di xalaat elegam.,She doesn't have time about her future.
xalaat,n,"thought, meditation",Xalaat dina ko rey.,Meditation will killed him.
xalam,n,guitar(local),Lii xalam bu ees la.,This is a new local guitar.
xale,n,a child,Xaleem yi la nama.,She missed her children.
xalel,n,child,Kii xalel la bul ko doór.,She is a child don't beat her.
xalimba,n,pen,Xalimba yiijeex neñu ci bitik bi.,The pens are finished in the shop.
xam,n,"skin disease, (harmless) fungal disease.",Xam dafa dee waale.,The fungal skin disease is contagious.
xam,v,to know,Xam nga ko be pare.,You know it already.
xamal,v,"to inform, notify, make known",Xamal na ma ko.,He has informed me.
xamba,v,to add wood to a fire,Xamba ci ñetti mata.,Add three firewoods to it.
xamee,va,"to be known for, to know something about someone",Xamee naa ko fen.,I know he is a liar.
xam-xam,n,"knowlegde, intelligence, intuition",Ku am xam-xam la.,She is intelligent.
xanaa,inten,Isn't that it,Xanaa du yow lay woxal.,Isn't he not talking to you.
xandoor,v,to snore,Suy nelew dafa dee xandoor.,She snores when she sleeps.
xanjar,n,"bronze, coins",Jox ko xanjar mu jox la keyit.,Give him coins he will give you notes.
xañ,v,"to restrain, deny, deprive someone of something",Xañ na ko worsagam.,He deprived him his luck.
xapati,v,to bite,Lii dafa forox munuma koy xapati.,This is sour I cannot bite it.
xar,v,"to operate, tear",Dineñu ko xarr su werut.,They will operate her if she is not well.
xar,n,"operation, sheep",Gangi daafa wara gem ňu xar ko.,The guest should go under operation.
xaraam,va,to be forbidden,Diine xaraamal na njaalo.,Religion forbid adultery.
xare,n,war,Nijaayam demoon na ci xare Booma bi.,His uncle went to the Burma war.
xarit,n,friend,Kale suma xarit la.,That person is my friend.
xaritoo,va,to be friends,Biñoo xaritoo booba juduwuloo.,You were not born when they became friends
xaru,v,to commit suicide,Xaru laay mujjee def ci suma aaduna.,To commit suicide will be the last thing I do in my life.
xaru,va,"to be struggle, strive, gain",Dafa xaru pur jeexal loolu.,He is striving to finish that.
xar-xar,n,a tear,Nawal ko xar-xar bi ci mbubbam bi.,Sew the tear on the dress for her.
xas,v,to tell off,Xalel duy xas mag.,A youngster doesn't tell off adults.
xaste,n,haranguing,Xaste baaxut.,Haranguing is not good.
xat,va,"to be tight, busy",Du fi muna dugga dafa xat.,It cannot fit here the space is small.
xatal,v,"to bother, disturb, make uncomfortable",Jooyi leera ko muna xatal.,Baby cries makes him uncomfortable.
xaw,va,"to be almost, nearly, kind of",Xaw naa torox bi moo eksi.,He almost suffered when he arrived.
xaxtandekku,v,to force out lump in one's throat,Bul xaaxtandekku ci kanamu nit ñi.,Don't force the lump out of your throat in peoples presence.
xayma,v,"to measure, estimate, approximate","Xaymal, ñaata saaku nga sox la.","Estimate, how many bags you need."
xeeb,va,"to be underestimate, underate",Suma ben moron xeebut ma.,None of my companions/age groups underates me.
xeebante,va,"to be underestimate each other, underate",Waruleen a xeebante.,You should not underate each other.
xeej,n,"lance, spear",Xeej bu maaget la.,It is an old spear.
xeeli,v,to pour(slowly),Xeelil soow bi ñu naan.,Pour the milk let us drink.
xeelu,v,"to turn, wink( roll the eye)",Jangal ma ni ñoo xeeloo.,Teach me how to roll my eyes.
xeen,v,to smell,Luy xeen?,What is smelling?
xeeñal,n,incense,Xeenal nga fi.,You have incensed the place.
xeeñtu,v,to sniff,Bul musa xeentu lekka ci kanamiki la ko jox.,Don't ever smell food in front of the giver.
xeer/doj,n,"rock, stone",Foral leenñu xeer yi.,You(pl) pick up the stones for us.
xeereer,va,to be fair in complexion,Moo ko genaa xeereer.,He is fairer in complexion than him.
xees,va,to be fair in complixion,Séet bu xees pec la takka.,He married a light bride.
xeesal,v,to bleach one's skin,Xeesal baaxul ci yaram.,Its not good to bleach ones skin.
xeet,n,"tribe, race, ethnic group",Ban xeét nga?,Which tribe are you?
xeetali,v,"to help, give",Xeetali leen ma ngella.,You(pl) help me please.
xeex,v,to fight,Sungeen leen aate wut dineñu xeex.,"If you didn't seperate them, They will fight."
xef,v,to blink wink,Xefal mu xool.,Blink your eye let him see.
xej,v,fits,Mbubba bi xej na ko bu baax.,The dress fit her well.
xejem,va,to be sand grains in food,Cere bi dafa xejam.,The coos-coos has sand grains in it.
xelmati,v,to resemble,Kii moo ko xelmati.,He resembles him.
xemem,va,"to be lust, fancy",I'm craving to eat fish. Jenn la xemen.,I'm craving to eat fish.
xemme,n,"snuff, tobacco powder",Copatil ci xemme bi.,Take a pinch of the snuff.
xer,n,"filter, allow dirt to settle especially in water.",Xer leen meew mi balaa ngeen koy tangal,Please filter the milk before you heat it.
xesew,v,"to smell(bad), bad odour",Soo ko fa defe dina xesew.,If you put it there it will smell.
xet,n,scent,Xet bu neex la am.,It has a nice scent.
xew,n,"celebration, ceremony",Dafaa tewee xew bi.,He will attend the ceremony.
xew,v,"to happen, occur",Weerante dina xew fi.,Agreement will occur here.
